       pos      val_A      val_C      val_G      val_T
         3  -0.081101   0.079614   0.067828  -0.066341
         4  -0.086016   0.116799   0.182450  -0.213233
         5   0.006302   0.041079   0.059100  -0.106480
         6   0.043992  -0.026550   0.142691  -0.160132
         7   0.093316   0.134639  -0.211319  -0.016636
         8   0.004990   0.082533   0.072053  -0.159576
         9   0.086203   0.184774  -0.234492  -0.036485
        10  -0.169880   0.003897   0.116454   0.049528
        11   0.073527  -0.040989   0.063303  -0.095842
        12   0.046155  -0.073977  -0.027117   0.054938
        13   0.019643  -0.021090   0.056593  -0.055146
        14  -0.039581   0.044140   0.042734  -0.047293
        15   0.049938   0.014274  -0.016738  -0.047474
        16  -0.080535   0.057758   0.024744  -0.001967
        17   0.093992   0.088549   0.005101  -0.187642
        18   0.078655  -0.214643   0.152928  -0.016940
        19  -0.134404   0.125335   0.047744  -0.038674
        20  -0.026730  -0.166461   0.185239   0.007952
        21  -0.285757   0.121948  -0.027334   0.191143
        22  -0.082692   0.099109   0.037734  -0.054152
        23  -0.034929   0.099837   0.181727  -0.246634
        24  -0.014905  -0.008960   0.084179  -0.060314
