       pos      val_A      val_C      val_G      val_T
         3  -0.070101  -0.056502   0.184170  -0.057568
         4  -0.045146  -0.042017   0.172377  -0.085214
         5  -0.035447   0.006974   0.059453  -0.030979
         6  -0.037837  -0.000299   0.079747  -0.041611
         7  -0.110627  -0.054740   0.066257   0.099110
         8  -0.049542  -0.043408  -0.010649   0.103599
         9  -0.120536  -0.050812  -0.002185   0.173533
        10  -0.063203  -0.110209   0.103014   0.070399
        11  -0.226976   0.028346   0.128253   0.070378
        12  -0.172820   0.179599   0.029811  -0.036590
        13  -0.107818   0.060137   0.112082  -0.064401
        14  -0.034095   0.192000  -0.152908  -0.004998
        15  -0.122952   0.173857   0.087151  -0.138056
        16  -0.101700   0.054720   0.048015  -0.001035
        17  -0.082651  -0.041577   0.152532  -0.028304
        18   0.052257   0.112986   0.069773  -0.235016
        19   0.015187   0.039242  -0.225191   0.170761
        20  -0.045597   0.042734   0.071901  -0.069037
        21  -0.193654   0.070492   0.042908   0.080253
        22  -0.207086  -0.005063   0.131103   0.081046
        23  -0.148476   0.064160   0.073473   0.010843
        24   0.144532  -0.197758  -0.117735   0.170961
